IDCliente,AbandonoEmpresa,Genero,CiudadanoTerceraEdad,Soltero-a,Dependientes,MesesAntiguedad,ServicioTelefonico,SuscripcionLineasMultiples,SuscripcionServicioInternet,SuscripcionSeguridadEnLinea,SuscripcionCopiaDeSeguridadEnLinea,SuscripcionProteccionDispositivo,SuscripcionSoporteTecnico,ServicioEnLineaTransmisionTV,internet.StreamingMovies,Contrato,FacturaElectronica,MetodoPago,CargosMensuales,CargosTotales,Cuentas_Diarias,Rango_MesesAntiguedad,CargosMensuales_por_MesesAntiguedad
9210-IAHGH,1,Femenino,0,0,0,7,1,0,DSL,0,0,0,1,1,1,Mensual,1,Tarjeta de credito (automatica),70.75,450.8,2.3583333333333334,0-10,495.25
9214-EKVXR,0,Femenino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque por correo,44.0,44.0,1.4666666666666666,0-10,44.0
9220-CXRSC,0,Femenino,0,1,1,69,1,1,DSL,1,0,0,1,0,0,Dos años,0,Tarjeta de credito (automatica),61.4,4059.85,2.0466666666666664,61-70,4236.599999999999
9220-ZNKJI,0,Femenino,1,1,0,55,1,0,Fibra optica,0,0,1,1,1,0,Dos años,0,Tarjeta de credito (automatica),88.8,4805.3,2.96,51-60,4884.0
9221-OTIVJ,1,Femenino,1,0,0,14,1,1,Fibra optica,0,1,1,0,1,1,Mensual,1,Cheque electronico,104.85,1531.4,3.4949999999999997,11-20,1467.8999999999999
9223-UCPVT,1,Femenino,0,0,0,1,1,0,Fibra optica,0,0,1,0,1,1,Mensual,0,Cheque electronico,94.4,94.4,3.146666666666667,0-10,94.4
9224-VTYID,0,Masculino,0,1,1,47,1,1,DSL,1,1,1,1,1,1,Dos años,1,Cheque por correo,90.5,4318.35,3.0166666666666666,41-50,4253.5
9225-BZLNZ,0,Masculino,0,1,0,72,1,1,DSL,1,1,1,0,1,1,Dos años,1,Cheque electronico,85.25,6083.1,2.841666666666667,71-80,6138.0
9227-LUNBG,1,Femenino,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque electronico,24.6,24.6,0.8200000000000001,0-10,24.6
9227-UAQFT,0,Masculino,0,0,0,16,1,0,No,0,0,0,0,0,0,Dos años,0,Cheque por correo,19.75,284.35,0.6583333333333333,11-20,316.0
9227-YBAXE,0,Femenino,0,1,1,65,1,1,DSL,1,1,0,1,1,1,Dos años,1,Transferencia bancaria (automatica),82.5,5215.1,2.75,61-70,5362.5
9229-RQABD,0,Masculino,0,0,0,18,1,1,No,0,0,0,0,0,0,Anual,0,Cheque por correo,23.75,424.5,0.7916666666666666,11-20,427.5
9231-ZJYAM,1,Femenino,1,0,0,4,1,0,Fibra optica,0,0,0,0,1,0,Mensual,1,Cheque electronico,78.85,292.8,2.628333333333333,0-10,315.4
9233-PSYHO,0,Femenino,1,0,0,45,1,1,Fibra optica,0,0,1,0,1,1,Anual,1,Transferencia bancaria (automatica),100.15,4459.8,3.3383333333333334,41-50,4506.75
9236-NDUCW,0,Femenino,0,0,0,21,0,0,DSL,1,0,0,1,0,0,Dos años,0,Cheque por correo,35.1,770.4,1.1700000000000002,21-30,737.1
9237-HQITU,1,Femenino,0,0,0,2,1,0,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,70.7,151.65,2.356666666666667,0-10,141.4
9239-GZHZE,0,Femenino,0,1,0,72,1,1,Fibra optica,1,1,1,1,1,1,Dos años,1,Tarjeta de credito (automatica),113.65,8124.2,3.7883333333333336,71-80,8182.8
9239-ZBZZV,1,Femenino,0,0,0,6,0,0,DSL,0,0,1,0,1,1,Mensual,1,Cheque electronico,47.95,305.1,1.5983333333333334,0-10,287.70000000000005
9242-TKFSV,0,Masculino,0,1,1,72,0,0,DSL,1,1,1,1,1,1,Dos años,1,Tarjeta de credito (automatica),65.1,4754.3,2.17,71-80,4687.2
9244-ZVAPM,0,Masculino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque por correo,45.6,45.6,1.52,0-10,45.6
9248-OJYKK,1,Masculino,1,0,0,1,1,1,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,76.45,76.45,2.5483333333333333,0-10,76.45
9249-FXSCK,1,Femenino,0,0,0,52,1,1,Fibra optica,1,1,0,1,1,1,Anual,1,Tarjeta de credito (automatica),111.25,5916.45,3.7083333333333335,51-60,5785.0
9250-WYPLL,1,Femenino,0,0,0,5,1,1,Fibra optica,0,0,0,0,0,0,Mensual,0,Cheque electronico,75.55,413.65,2.518333333333333,0-10,377.75
9251-AWQGT,0,Femenino,0,1,1,48,1,0,No,0,0,0,0,0,0,Dos años,0,Cheque por correo,20.0,935.9,0.6666666666666666,41-50,960.0
9251-WNSOD,0,Femenino,0,1,0,67,1,1,DSL,1,1,1,0,0,1,Anual,0,Cheque por correo,75.1,5064.45,2.503333333333333,61-70,5031.7
9253-QXKBE,1,Masculino,1,1,0,29,1,1,Fibra optica,0,0,0,0,1,1,Mensual,1,Cheque electronico,94.45,2653.65,3.1483333333333334,21-30,2739.05
9253-VIFJQ,0,Masculino,0,1,0,65,1,1,DSL,1,1,1,0,0,0,Anual,0,Tarjeta de credito (automatica),67.05,4309.55,2.235,61-70,4358.25
9254-RBFON,1,Femenino,0,1,1,17,1,0,Fibra optica,0,0,1,1,1,1,Anual,0,Transferencia bancaria (automatica),98.6,1704.95,3.2866666666666666,11-20,1676.1999999999998
9256-JTBNZ,0,Femenino,0,0,0,11,1,0,No,0,0,0,0,0,0,Mensual,0,Transferencia bancaria (automatica),20.3,246.3,0.6766666666666666,11-20,223.3
9257-AZMTZ,0,Femenino,0,1,1,52,1,0,No,0,0,0,0,0,0,Dos años,0,Transferencia bancaria (automatica),20.1,1078.75,0.67,51-60,1045.2
9258-CNWAC,0,Femenino,0,1,1,71,1,1,Fibra optica,1,1,1,1,1,1,Dos años,0,Tarjeta de credito (automatica),113.65,8166.8,3.7883333333333336,71-80,8069.150000000001
9259-PACGQ,1,Femenino,0,1,0,34,1,1,DSL,1,1,0,1,0,0,Mensual,0,Cheque electronico,62.65,2274.9,2.0883333333333334,31-40,2130.1
9261-WDCAF,0,Masculino,0,0,0,3,1,0,DSL,0,0,0,0,0,1,Mensual,0,Cheque por correo,54.65,189.1,1.8216666666666665,0-10,163.95
9269-CQOOL,1,Masculino,0,0,1,3,1,0,DSL,0,0,0,0,1,0,Mensual,1,Tarjeta de credito (automatica),54.7,169.45,1.8233333333333335,0-10,164.10000000000002
9272-LSVYH,0,Masculino,0,0,0,10,1,0,Fibra optica,0,0,0,0,0,0,Mensual,0,Cheque por correo,70.15,735.5,2.3383333333333334,11-20,701.5
9274-CNFMO,1,Masculino,1,1,0,4,1,1,Fibra optica,0,0,0,0,0,0,Mensual,0,Cheque electronico,74.95,308.7,2.4983333333333335,0-10,299.8
9274-UARKJ,0,Femenino,0,0,0,15,1,0,Fibra optica,0,1,0,0,1,0,Mensual,1,Transferencia bancaria (automatica),83.2,1130.0,2.7733333333333334,11-20,1248.0
9277-JOOMO,0,Femenino,0,0,0,3,1,1,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,24.6,86.35,0.8200000000000001,0-10,73.80000000000001
9278-VZKCD,0,Femenino,1,1,0,52,1,1,Fibra optica,1,1,1,0,1,1,Mensual,1,Cheque electronico,109.1,5647.95,3.6366666666666663,51-60,5673.2
9279-CJEOJ,0,Femenino,1,0,0,21,1,1,Fibra optica,0,0,0,0,1,1,Mensual,1,Transferencia bancaria (automatica),95.4,2025.1,3.18,21-30,2003.4
9281-CEDRU,0,Femenino,0,1,0,68,1,0,DSL,0,1,0,1,1,0,Dos años,0,Transferencia bancaria (automatica),64.1,4326.25,2.1366666666666663,61-70,4358.799999999999
9281-OFDMF,0,Masculino,1,0,0,39,1,1,Fibra optica,0,1,0,0,0,1,Mensual,0,Cheque electronico,90.7,3413.25,3.0233333333333334,31-40,3537.3
9281-PKKZE,0,Femenino,0,1,0,46,0,0,DSL,0,0,0,0,1,1,Mensual,1,Cheque electronico,43.95,2007.85,1.465,41-50,2021.7
9282-IZGQK,1,Femenino,0,0,0,1,1,1,Fibra optica,0,0,0,0,0,1,Mensual,1,Cheque electronico,85.0,85.0,2.8333333333333335,0-10,85.0
9283-LZQOH,1,Masculino,0,1,1,13,1,1,Fibra optica,0,0,0,0,0,0,Mensual,1,Tarjeta de credito (automatica),74.4,896.75,2.48,11-20,967.2
9286-BHDQG,0,Masculino,0,1,1,72,0,0,DSL,1,1,1,1,0,0,Dos años,0,Tarjeta de credito (automatica),45.25,3139.8,1.5083333333333333,71-80,3258.0
9286-DOJGF,1,Femenino,1,1,0,38,1,1,Fibra optica,0,0,0,0,0,0,Mensual,1,Transferencia bancaria (automatica),74.95,2869.85,2.4983333333333335,31-40,2848.1
9289-LBQVU,0,Masculino,0,1,0,64,1,1,DSL,0,1,0,1,0,1,Anual,1,Cheque por correo,70.15,4480.7,2.3383333333333334,61-70,4489.6
9290-SHCMB,0,Femenino,1,0,0,13,1,0,Fibra optica,0,0,1,0,1,1,Mensual,1,Cheque electronico,96.85,1235.55,3.228333333333333,11-20,1259.05
9294-TDIPC,0,Masculino,0,0,1,5,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,20.2,83.75,0.6733333333333333,0-10,101.0
9297-EONCV,0,Femenino,0,0,0,72,1,1,DSL,1,1,1,1,1,1,Dos años,1,Transferencia bancaria (automatica),91.35,6697.2,3.045,71-80,6577.2
9297-FVVDH,0,Femenino,0,1,1,57,1,1,DSL,1,0,1,1,1,1,Dos años,1,Cheque electronico,84.5,4845.4,2.816666666666667,51-60,4816.5
9298-WGMRW,0,Femenino,0,1,0,72,1,1,Fibra optica,1,1,1,1,1,1,Dos años,1,Transferencia bancaria (automatica),115.5,8312.75,3.85,71-80,8316.0
9300-AGZNL,1,Masculino,1,0,0,1,1,1,Fibra optica,0,0,0,0,1,1,Mensual,1,Cheque electronico,94.0,94.0,3.1333333333333333,0-10,94.0
9300-RENDD,1,Masculino,0,0,0,1,1,0,Fibra optica,0,0,0,0,1,0,Mensual,1,Cheque electronico,79.95,79.95,2.665,0-10,79.95
9305-CDSKC,1,Femenino,0,0,0,8,1,1,Fibra optica,0,0,1,0,1,1,Mensual,1,Cheque electronico,99.65,820.5,3.3216666666666668,0-10,797.2
9306-CPCBC,1,Femenino,0,0,0,3,1,1,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,74.25,210.3,2.475,0-10,222.75
9308-ANMVE,0,Masculino,0,0,1,47,1,0,DSL,1,1,0,0,0,0,Mensual,1,Cheque electronico,55.3,2654.05,1.8433333333333333,41-50,2599.1
9309-BZGNT,0,Masculino,1,1,0,69,0,0,DSL,0,0,1,0,0,0,Anual,1,Tarjeta de credito (automatica),29.8,2134.3,0.9933333333333334,61-70,2056.2000000000003
9313-CDOGY,0,Masculino,0,1,1,38,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque electronico,19.6,717.3,0.6533333333333334,31-40,744.8000000000001
9313-QOLTZ,0,Masculino,0,0,0,26,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,20.9,518.3,0.6966666666666667,21-30,543.4
9314-IJWSQ,0,Femenino,0,1,1,14,1,1,Fibra optica,0,0,0,0,1,0,Mensual,1,Cheque electronico,84.8,1203.9,2.8266666666666667,11-20,1187.2
9314-QDMDW,0,Masculino,0,0,0,11,1,0,DSL,0,1,0,0,1,0,Anual,1,Cheque electronico,61.25,729.95,2.0416666666666665,11-20,673.75
9317-WZPGV,1,Femenino,1,0,0,2,1,0,Fibra optica,0,0,0,0,0,1,Mensual,1,Transferencia bancaria (automatica),79.75,159.4,2.658333333333333,0-10,159.5
9318-NKNFC,1,Masculino,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque por correo,18.85,18.85,0.6283333333333334,0-10,18.85
9323-HGFWY,0,Femenino,0,1,0,27,1,0,Fibra optica,1,0,0,1,1,1,Anual,1,Tarjeta de credito (automatica),101.9,2681.15,3.396666666666667,21-30,2751.3
9327-QSDED,0,Masculino,0,0,0,8,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque por correo,43.55,335.4,1.4516666666666667,0-10,348.4
9330-DHBFL,0,Femenino,0,1,1,23,1,0,DSL,1,1,1,1,0,0,Anual,1,Cheque por correo,66.25,1533.8,2.2083333333333335,21-30,1523.75
9330-IJWIO,1,Femenino,0,0,0,13,1,1,Fibra optica,1,0,0,0,1,1,Mensual,1,Cheque electronico,100.35,1358.85,3.3449999999999998,11-20,1304.55
9330-VOFSZ,0,Femenino,0,1,0,60,1,1,Fibra optica,0,1,1,1,1,1,Dos años,1,Tarjeta de credito (automatica),110.8,6640.7,3.6933333333333334,61-70,6648.0
9332-GYWLO,0,Femenino,0,1,1,6,1,0,DSL,0,0,0,0,1,0,Mensual,0,Cheque electronico,54.85,355.1,1.8283333333333334,0-10,329.1
9334-GWGOW,0,Masculino,1,1,0,7,1,1,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,74.85,485.25,2.4949999999999997,0-10,523.9499999999999
9337-SRRNI,0,Masculino,0,0,1,66,1,1,No,0,0,0,0,0,0,Dos años,1,Tarjeta de credito (automatica),25.3,1673.8,0.8433333333333334,61-70,1669.8
9339-FIIJL,0,Masculino,0,1,0,72,1,1,DSL,0,1,1,1,1,1,Dos años,0,Transferencia bancaria (automatica),85.95,6151.9,2.865,71-80,6188.400000000001
9342-VNIMQ,0,Masculino,0,0,0,33,1,1,DSL,0,1,0,0,0,0,Mensual,1,Transferencia bancaria (automatica),54.65,1665.2,1.8216666666666665,31-40,1803.45
9347-AERRL,0,Masculino,0,1,0,23,1,0,No,0,0,0,0,0,0,Anual,0,Tarjeta de credito (automatica),19.3,486.2,0.6433333333333333,21-30,443.90000000000003
9348-ROUAI,0,Femenino,0,1,1,59,1,1,DSL,1,1,1,1,1,1,Dos años,0,Tarjeta de credito (automatica),90.3,5194.05,3.01,51-60,5327.7
9348-YVOMK,0,Masculino,0,0,0,4,1,0,DSL,0,0,0,0,0,0,Mensual,1,Tarjeta de credito (automatica),44.8,176.2,1.4933333333333332,0-10,179.2
9350-VLHMB,0,Masculino,0,1,1,67,1,1,Fibra optica,0,1,0,0,0,1,Mensual,1,Transferencia bancaria (automatica),89.55,6373.1,2.985,61-70,5999.849999999999
9350-ZXYJC,0,Femenino,0,0,0,4,1,1,No,0,0,0,0,0,0,Dos años,1,Tarjeta de credito (automatica),25.3,116.95,0.8433333333333334,0-10,101.2
9351-HXDMR,0,Masculino,0,1,0,72,1,1,Fibra optica,1,0,1,1,1,1,Dos años,1,Tarjeta de credito (automatica),110.9,8240.85,3.6966666666666668,71-80,7984.8
9351-LZYGF,0,Femenino,0,1,0,42,1,1,DSL,1,1,0,1,0,0,Mensual,1,Tarjeta de credito (automatica),66.4,2727.8,2.2133333333333334,41-50,2788.8
9355-NPPFS,0,Femenino,1,0,0,26,1,0,Fibra optica,0,0,0,0,0,1,Mensual,1,Cheque electronico,78.8,2006.1,2.6266666666666665,21-30,2048.7999999999997
9356-AXGMP,0,Masculino,0,1,0,38,1,1,Fibra optica,1,0,1,1,1,1,Anual,1,Cheque electronico,110.7,4428.6,3.69,31-40,4206.6
9357-UJRUN,0,Masculino,0,1,0,24,1,1,DSL,1,0,0,1,0,0,Anual,1,Cheque electronico,58.35,1346.9,1.945,21-30,1400.4
9359-JANWS,0,Femenino,0,1,0,65,1,0,DSL,1,0,1,1,0,0,Dos años,0,Tarjeta de credito (automatica),58.9,3857.1,1.9633333333333334,61-70,3828.5
9359-UGBTK,0,Femenino,0,0,0,67,1,0,DSL,1,0,1,1,0,1,Anual,1,Transferencia bancaria (automatica),72.35,4991.5,2.4116666666666666,61-70,4847.45
9360-AHGNL,1,Femenino,1,1,0,43,1,1,Fibra optica,1,0,1,1,1,1,Anual,1,Cheque por correo,109.55,4830.25,3.6516666666666664,41-50,4710.65
9360-OMDZZ,0,Masculino,0,0,0,24,1,1,Fibra optica,0,0,0,0,1,1,Mensual,1,Cheque electronico,94.1,2322.85,3.1366666666666663,21-30,2258.3999999999996
9361-YNQWJ,0,Femenino,0,0,0,64,1,1,No,0,0,0,0,0,0,Anual,1,Transferencia bancaria (automatica),24.4,1601.2,0.8133333333333332,61-70,1561.6
9362-MWODR,0,Femenino,0,0,1,40,1,0,DSL,1,0,0,1,1,0,Mensual,1,Tarjeta de credito (automatica),64.1,2460.35,2.1366666666666663,41-50,2564.0
9364-YKUVW,0,Masculino,0,0,0,15,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque por correo,19.8,309.4,0.66,11-20,297.0
9365-CSLBQ,0,Masculino,0,0,1,71,1,1,No,0,0,0,0,0,0,Dos años,0,Cheque por correo,24.35,1654.6,0.8116666666666668,71-80,1728.8500000000001
9365-SRSZE,0,Masculino,1,1,0,27,1,0,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,70.55,1943.9,2.3516666666666666,21-30,1904.85
9367-OIUXP,0,Masculino,0,0,0,4,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,20.7,73.05,0.69,0-10,82.8
9367-TCUYN,0,Femenino,0,0,0,12,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,20.1,223.6,0.67,11-20,241.20000000000002
9367-WXLCH,1,Masculino,0,0,0,8,1,1,Fibra optica,0,0,0,0,0,1,Mensual,0,Transferencia bancaria (automatica),84.5,662.65,2.816666666666667,0-10,676.0
9369-XFEHK,1,Femenino,1,1,0,33,1,1,Fibra optica,0,1,0,0,0,0,Mensual,1,Transferencia bancaria (automatica),80.6,2656.5,2.6866666666666665,31-40,2659.7999999999997
9371-BITHB,0,Femenino,0,1,1,52,1,0,No,0,0,0,0,0,0,Dos años,0,Cheque por correo,19.85,1070.5,0.6616666666666667,51-60,1032.2
9372-TXXPS,0,Femenino,0,1,0,60,1,0,DSL,1,1,0,1,0,0,Dos años,0,Transferencia bancaria (automatica),59.85,3483.45,1.995,61-70,3591.0
9373-WSLOY,0,Masculino,1,1,0,33,0,0,DSL,0,1,1,1,1,0,Mensual,1,Cheque electronico,50.0,1750.85,1.6666666666666667,31-40,1650.0
9374-YOLBJ,0,Femenino,0,1,1,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque electronico,19.25,19.25,0.6416666666666667,0-10,19.25
9375-MHRRS,0,Masculino,0,0,0,6,1,0,DSL,0,0,0,1,0,0,Mensual,0,Cheque por correo,50.05,288.35,1.6683333333333332,0-10,300.29999999999995
9378-FXTIZ,1,Femenino,0,1,0,54,1,1,DSL,0,0,0,0,1,1,Anual,1,Tarjeta de credito (automatica),70.15,3715.65,2.3383333333333334,51-60,3788.1000000000004
9381-NDKME,1,Femenino,1,1,0,24,0,0,DSL,0,0,1,0,0,1,Mensual,1,Tarjeta de credito (automatica),40.65,933.3,1.355,21-30,975.5999999999999
9385-EHGDO,0,Femenino,0,1,1,35,1,0,No,0,0,0,0,0,0,Dos años,1,Cheque por correo,19.85,739.35,0.6616666666666667,31-40,694.75
9385-NXKDA,0,Femenino,0,1,0,72,1,1,DSL,1,1,1,0,1,1,Dos años,1,Tarjeta de credito (automatica),82.65,5919.35,2.7550000000000003,71-80,5950.8
9386-LDCZR,0,Masculino,0,0,0,43,1,0,Fibra optica,1,1,1,1,0,0,Anual,1,Tarjeta de credito (automatica),90.65,3882.3,3.021666666666667,41-50,3897.9500000000003
9388-ZEYVT,0,Masculino,0,0,0,43,0,0,DSL,0,0,1,1,0,1,Anual,0,Cheque electronico,44.15,1931.3,1.4716666666666667,41-50,1898.45
9389-ACWBI,0,Femenino,0,1,1,5,1,0,Fibra optica,0,0,0,0,0,0,Mensual,0,Tarjeta de credito (automatica),69.95,320.4,2.3316666666666666,0-10,349.75
9391-DXGGG,0,Femenino,1,0,0,44,1,0,Fibra optica,0,1,1,0,0,1,Anual,0,Tarjeta de credito (automatica),89.15,3990.75,2.9716666666666667,41-50,3922.6000000000004
9391-EOYLI,1,Masculino,1,1,0,12,1,0,Fibra optica,0,0,0,0,0,1,Mensual,1,Cheque electronico,80.45,950.2,2.6816666666666666,11-20,965.4000000000001
9391-LMANN,0,Masculino,0,0,1,53,1,0,Fibra optica,1,1,1,0,0,1,Anual,0,Cheque electronico,95.95,5036.9,3.1983333333333333,51-60,5085.35
9391-TTOYH,0,Femenino,0,0,0,23,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque por correo,19.5,470.2,0.65,21-30,448.5
9391-YZEJW,0,Femenino,0,0,0,62,1,1,Fibra optica,0,0,0,0,1,1,Anual,1,Transferencia bancaria (automatica),94.0,5757.2,3.1333333333333333,61-70,5828.0
9392-XBGTD,0,Masculino,0,0,1,27,1,0,No,0,0,0,0,0,0,Dos años,0,Cheque por correo,20.6,581.85,0.6866666666666668,21-30,556.2
9396-ZSFLL,0,Femenino,0,0,0,15,1,1,DSL,0,0,0,0,0,0,Mensual,0,Cheque por correo,48.85,631.4,1.6283333333333334,11-20,732.75
9397-TZSHA,0,Femenino,0,0,0,69,1,1,No,0,0,0,0,0,0,Dos años,0,Tarjeta de credito (automatica),24.6,1678.05,0.8200000000000001,61-70,1697.4
9398-MMQTO,0,Masculino,0,0,0,3,1,0,Fibra optica,0,1,0,0,0,0,Mensual,0,Tarjeta de credito (automatica),74.45,221.1,2.481666666666667,0-10,223.35000000000002
9399-APLBT,1,Femenino,0,1,1,1,1,0,Fibra optica,0,1,0,0,0,0,Mensual,1,Cheque electronico,74.7,74.7,2.49,0-10,74.7
9402-CXWPL,0,Femenino,0,0,0,70,1,1,Fibra optica,0,1,0,0,1,1,Anual,0,Cheque electronico,98.9,6838.6,3.296666666666667,71-80,6923.0
9402-ORRAH,0,Femenino,1,0,0,15,1,0,Fibra optica,0,0,0,0,1,1,Mensual,1,Cheque electronico,91.5,1400.3,3.05,11-20,1372.5
9402-ROUMJ,0,Femenino,0,1,1,67,1,1,Fibra optica,1,0,1,1,0,1,Anual,1,Transferencia bancaria (automatica),100.25,6689.0,3.341666666666667,61-70,6716.75
9405-GPBBG,0,Femenino,0,0,0,64,1,1,Fibra optica,0,1,1,1,1,1,Dos años,1,Tarjeta de credito (automatica),110.5,7069.25,3.683333333333333,61-70,7072.0
9408-HRXRK,0,Femenino,0,1,1,45,1,1,Fibra optica,1,1,0,0,1,1,Mensual,1,Cheque electronico,105.15,4730.9,3.5050000000000003,41-50,4731.75
9408-SSNVZ,1,Femenino,0,0,0,4,1,0,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,70.15,268.35,2.3383333333333334,0-10,280.6
9411-TPQQV,0,Femenino,0,0,0,40,0,0,DSL,1,0,0,1,1,1,Anual,1,Transferencia bancaria (automatica),54.55,2236.2,1.8183333333333331,41-50,2182.0
9412-ARGBX,1,Femenino,0,0,1,48,1,0,Fibra optica,0,1,1,1,1,0,Dos años,1,Cheque por correo,95.5,4627.85,3.183333333333333,41-50,4584.0
9412-GHEEC,1,Masculino,0,0,0,40,1,1,Fibra optica,0,0,1,1,1,1,Mensual,0,Transferencia bancaria (automatica),104.8,4131.95,3.493333333333333,41-50,4192.0
9415-DPEWS,1,Femenino,0,0,0,18,1,1,Fibra optica,0,0,0,1,1,0,Mensual,1,Cheque electronico,88.35,1639.3,2.945,11-20,1590.3
9415-TPKRV,0,Femenino,0,1,1,8,1,1,DSL,0,1,0,0,0,0,Mensual,0,Cheque electronico,55.75,446.8,1.8583333333333334,0-10,446.0
9415-ZNBSX,0,Femenino,0,1,1,70,1,1,DSL,1,1,1,1,1,1,Dos años,1,Transferencia bancaria (automatica),89.0,6293.2,2.966666666666667,71-80,6230.0
9418-RUKPH,0,Femenino,0,1,1,38,1,0,No,0,0,0,0,0,0,Dos años,1,Cheque por correo,19.95,756.4,0.6649999999999999,31-40,758.1
9419-IPPBE,0,Femenino,0,1,1,51,1,1,Fibra optica,0,0,1,0,0,1,Anual,1,Cheque electronico,90.15,4554.85,3.0050000000000003,51-60,4597.650000000001
9420-LOJKX,1,Femenino,0,0,0,15,1,0,Fibra optica,1,1,0,0,1,1,Mensual,1,Tarjeta de credito (automatica),99.1,1426.4,3.3033333333333332,11-20,1486.5
9424-CMPOG,0,Masculino,0,1,1,9,1,0,No,0,0,0,0,0,0,Dos años,0,Cheque por correo,19.6,197.4,0.6533333333333334,0-10,176.4
9426-SXNHE,0,Femenino,0,0,0,2,1,0,No,0,0,0,0,0,0,Mensual,0,Transferencia bancaria (automatica),18.75,53.15,0.625,0-10,37.5
9430-FRQOC,1,Femenino,0,0,1,4,1,1,Fibra optica,0,0,1,1,0,0,Mensual,1,Cheque por correo,87.1,341.45,2.9033333333333333,0-10,348.4
9430-NKQLY,0,Masculino,0,1,1,72,1,1,No,0,0,0,0,0,0,Dos años,1,Tarjeta de credito (automatica),25.1,1790.8,0.8366666666666667,71-80,1807.2
9432-RUVSL,0,Femenino,0,0,0,48,1,0,Fibra optica,1,0,1,1,1,1,Dos años,1,Tarjeta de credito (automatica),102.5,4904.25,3.4166666666666665,41-50,4920.0
9432-VOFYX,0,Masculino,0,0,0,17,1,0,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,70.8,1207.0,2.36,11-20,1203.6
9435-JMLSX,0,Masculino,0,1,0,71,1,0,DSL,1,1,1,1,1,1,Dos años,1,Transferencia bancaria (automatica),86.1,6045.9,2.8699999999999997,71-80,6113.099999999999
9436-ZBZCT,1,Masculino,0,0,0,14,1,1,Fibra optica,0,0,0,1,1,0,Mensual,1,Cheque electronico,89.95,1178.4,2.9983333333333335,11-20,1259.3
9441-QHEVC,0,Masculino,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,19.1,19.1,0.6366666666666667,0-10,19.1
9442-JTWDL,0,Femenino,0,0,0,11,1,0,No,0,0,0,0,0,0,Anual,0,Tarjeta de credito (automatica),20.05,237.7,0.6683333333333333,11-20,220.55
9443-JUBUO,0,Masculino,0,1,1,72,0,0,DSL,1,1,1,1,1,1,Dos años,1,Tarjeta de credito (automatica),65.25,4478.85,2.175,71-80,4698.0
9444-JTXHZ,1,Masculino,0,1,0,1,1,0,Fibra optica,0,0,1,0,0,0,Mensual,0,Cheque electronico,76.2,76.2,2.54,0-10,76.2
9445-SZLCH,1,Femenino,0,1,1,36,1,1,Fibra optica,0,1,1,0,1,0,Mensual,1,Transferencia bancaria (automatica),97.35,3457.9,3.2449999999999997,31-40,3504.6
9445-ZUEQE,0,Masculino,0,1,1,27,1,1,Fibra optica,0,1,0,1,0,0,Mensual,1,Tarjeta de credito (automatica),85.2,2151.6,2.8400000000000003,21-30,2300.4
9447-YPTBX,0,Femenino,0,1,0,50,1,0,No,0,0,0,0,0,0,Anual,1,Transferencia bancaria (automatica),19.85,943.1,0.6616666666666667,51-60,992.5000000000001
9448-REEVD,1,Masculino,0,1,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,Tarjeta de credito (automatica),44.7,44.7,1.49,0-10,44.7
9450-TRJUU,0,Masculino,0,0,0,35,1,1,Fibra optica,0,0,0,0,1,0,Mensual,0,Cheque electronico,83.15,2848.45,2.771666666666667,31-40,2910.25
9451-LPGOO,1,Masculino,0,0,0,7,1,1,Fibra optica,0,0,0,0,0,1,Mensual,1,Cheque electronico,86.8,620.35,2.893333333333333,0-10,607.6
9451-WLYRI,0,Femenino,0,1,0,53,1,0,No,0,0,0,0,0,0,Anual,0,Tarjeta de credito (automatica),19.05,990.45,0.635,51-60,1009.6500000000001
9453-PATOS,0,Femenino,0,1,0,72,1,0,DSL,1,1,1,1,1,1,Dos años,0,Cheque por correo,85.1,6155.4,2.8366666666666664,71-80,6127.2
